image,Ground_Truth,Model_Response,BLEU_4,BERTScore_F1,SBERT_Sim,Length_Diff
sm_46.jpg,"You are standing in front of a pharmacy store counter. The counter displays skincare and medicine boxes, with a person working behind it and water bottles stacked on the floor in front of you.","In front of you, there is a display case filled with various medications and healthcare products. The case is made of glass, and the items are arranged neatly inside. There are multiple bottles of different sizes and shapes, some of which are placed closer to the front, while others are positioned further back. A person can be seen in the background, possibly a customer or an employee. The overall scene appears to be a pharmacy or a store selling healthcare products.",0.0203,0.8815,0.7139,47
sm_47.jpg,"You are in a grocery store where various tea items like Tapal tea, Danedar Tea, Family Mixture tea and surf excel fill the aisles along the walls 5 steps ahead of you. A person appears within the image who is closer to your center-left side and beside a prominent red Pakistan’s No. 1 Tea display.","In the image, there is a man standing in a grocery store, positioned in front of a large display of snacks. The man appears to be looking at the snacks, possibly deciding which ones to purchase. The snacks are arranged in various sections, with some placed higher up on the display and others positioned lower. The man is standing in the center of the scene, surrounded by the assortment of snacks.",0.0189,0.8483,0.4353,16
sm_48.jpg,"You are in a store, near an aisle with neatly arranged Head & Shoulders shampoo bottles in multiple variants, stacked uniformly across metal shelves under a bright store lighting. To your right side, someone appears closer than expected due to their position relative to other items nearby.","In front of you, there is a shelf with a variety of bottles and cans. The bottles are arranged in rows, and some of them are placed on the shelf. The cans are also placed on the shelf, and they are positioned next to the bottles. The shelf appears to be in a store, and the items are displayed for sale.",0.0213,0.8627,0.6078,14
sm_49.jpg,"You are near a large shelf of fully stocked snack food items rack labeled Rehmat-e-Shereen, displaying assorted packaged snacks and mixes in colorful packets arranged in dense horizontal rows. The shelf is nearly 3 steps away at your waist and chest height.","As a blind person, you are standing in a grocery store, surrounded by various food items. In front of you, there is a red shelf filled with different snacks. The shelf is stocked with a variety of chips, crackers, and other snack foods. Some of the chips are arranged in a row, while others are placed in clusters. The crackers are spread out across the shelf, creating a visually appealing display of snack options. The store offers a wide selection of food items, catering to different tastes and preferences.",0.0182,0.8584,0.5963,47
sm_5.jpg,"You are standing in a narrow aisle inside a clothing store. Directly ahead, there is a rack of hanging clothes, and above it, at head height, a sign reads “New Arrivals,” indicating recently added items in this section. To your right, large soft bundles of packaged clothing are stacked on the floor up to waist height, reducing the walking space and creating a potential obstacle at shin and knee level. Clothes are hanging closely on your left side. The floor is flat but the aisle is tight. If you move forward, take slow steps and keep your cane low to detect the stacked items before proceeding.","I am standing in a room with a large number of clothes hanging on racks. The clothes are arranged in various sections, with some hanging closer to the front and others further back. There are also some potted plants placed throughout the room, adding a touch of greenery to the space. The room appears to be a store or a storage area for clothing items.",0.0143,0.8517,0.606,-41
sm_50.jpg,"You are standing near a counter of a pharmacy store. Two people are standing inside, one man appears closer while another one seems further back. If you want to purchase medicine, then call these persons. Remember, as you navigate through the area, be mindful of any potential obstructions caused by merchandise displays or customer interactions.","In the image, there is a man standing in a pharmacy, surrounded by numerous bottles and other items. The man appears to be looking at a counter, possibly checking the contents of the bottles. The pharmacy has a variety of items, including several bottles placed on different shelves and counters. The man seems to be focused on the items in front of him, possibly selecting or examining them. The environment appears to be a typical pharmacy setting, with a variety of products available for customers.",0.0073,0.8621,0.6591,30
sm_51.jpg,"You are walking through an indoor supermarket area where various food items like jars and bottles line store displays along walls adorned by pictures hanging above each section. There are 3 persons to your straight ahead, approximately 2 meters away, standing near some products while another individual appears further back within the same vicinity.","I am standing in a store, surrounded by various items. There are multiple shelves filled with food, including canned goods and other food products. A person is standing nearby, possibly browsing the selection. There are also other people in the store, some of whom are closer to the front and others further back. The store appears to be well-stocked and offers a diverse range of products for customers to choose from.",0.009,0.8784,0.7676,17
sm_52.jpg,"You are standing near shelves filled with various snack food items like Lays chips and crackers from floor to chest height. The shelves are approximately 1 meter away from you in a straight direction. To your immediate left, someone appears to be browsing through the store. You can move forward. The floor is clean and there are no obstacles.","In front of you, there is a grocery store with a large selection of snacks. The store offers a variety of chips, including Doritos, as well as other snack options. The chips are displayed on shelves, with some placed higher than others. The store appears to be well-stocked, providing a diverse range of snack choices for customers.",0.0225,0.8763,0.5337,-2
sm_53.jpg,"You are standing in front of  an aisle filled with a variety of snacks, chocolates, numerous boxes of candy, cookies, and other sweet items. The store appears to be well-organized. The floor is clean.","In front of you, there is a store filled with a variety of snacks and treats. The shelves are stocked with numerous boxes of candy, cookies, and other sweet items. There are also several bottles placed throughout the store. A man is standing in the store, possibly browsing the selection of snacks. The store appears to be well-organized and inviting, with a wide assortment of products to choose from.",0.2403,0.9211,0.7037,35
sm_54.jpg,"You are standing one meter nearer to the meat section of an indoor market area where various food items like chicken pieces and meat pieces are displayed behind counters. One meter away, two people stand straight ahead. Overall, the atmosphere seems lively as customers browse through the available offerings.","In the image, there is a refrigerator with a red door, which is open and filled with chicken. A man is standing next to the refrigerator, and another man is standing further away. There are also two other people in the scene, one of whom is standing closer to the refrigerator, while the other is standing further away. The refrigerator is located in a kitchen, and there is a bowl placed on a surface nearby.",0.0078,0.8578,0.4692,26
sm_55.jpg,"You are in front of shelves filled with various food items such as Mezan Tea, Nescafe, and pasta. Products displayed across multiple rows at knee to chest height within easy reach.","In front of you, there is a grocery store with a variety of food items displayed on shelves. The shelves are filled with different types of food, including a variety of spices and seasonings. There are also several bottles placed on the shelves, likely containing condiments or beverages. The store appears to be well-stocked, offering a wide selection of products for customers to choose from.",0.0238,0.8638,0.6303,34
sm_56.jpg,"You are standing near the fruits section arranged in wooden crates mounted on a black metal rack. Red and yellow apples occupy the upper rows, while green citrus fruits (likely oranges or sweet limes) are placed on the lower shelves at knee height. Bananas are visible toward the end of the rack. The base of the rack is covered with artificial green turf. Price tags are attached to the crates, and the bright lighting highlights the natural colors of the fruits, making the section appear clean and well-maintained. The floor is clean. You can move forward in a straight direction without obstacle.","In front of you, there is a large display of fresh fruits, predominantly apples, arranged in various wooden baskets. The apples are placed in different sections of the display, with some closer to the front and others further back. The overall scene appears to be a fruit stand at a market, showcasing a variety of fresh produce for customers to choose from.",0.0084,0.8652,0.716,-40
sm_57.jpg,"You are standing near a long dairy and milk-products aisle with shelves fully stocked from top to bottom. Various brands of milk cartons, powdered milk, creamers, and dairy-related items are arranged neatly by brand and packaging color. Larger cartons are placed upright at eye level, while bags and tins are organized on lower shelves. Clear price labels run along the shelf edges. The white tiled floor and uniform shelf alignment create a tidy, making it easy for customers to navigate.","As a blind person, you are standing in front of a grocery store with a wide variety of food items displayed. The store has a large selection of milk, with multiple bottles placed on shelves. There are also several cereal boxes, with some placed on higher shelves and others on lower shelves. In addition to the milk and cereal boxes, there are numerous bottles of different shapes and sizes, some placed on higher shelves and others on lower shelves. The store also offers a variety of snacks, with multiple options available for purchase. Overall, the grocery store offers a diverse selection of food items, catering to various tastes and preferences.",0.0201,0.8655,0.675,30
sm_58.jpg,"You are standing in front of the health and organic food shelves. White resealable pouches containing organic seeds, capsules, and powders are arranged symmetrically on wooden shelves fixed to a wall panel. Product labels emphasize organic and natural ingredients. On the left, bottled syrups and food items such as sauces or rice products are visible, while the right side shows additional wellness-related packaging. The spacing between products gives the section a calm, premium feel, suggesting specialty or health-focused merchandise.","As a blind person, I am standing in front of a store shelf filled with various food items. The shelf is divided into sections, each containing different food products. There are several bottles placed on the shelf, with some closer to the front and others further back. Additionally, there are multiple bags of food, including rice and beans, arranged on the shelf. The shelf is well-organized, making it easy for me to locate and select the items I need.",0.049,0.8709,0.5967,0
sm_59.jpg,"In front of you, there is a store shelf filled with a variety of snacks. The shelf is divided into sections, each containing different types of snacks. The snacks are arranged in an organized manner, making it easy for customers to find and select their desired items. The shelf is stocked with a wide assortment of snacks, including chips, crackers, and other snack foods. The store offers a diverse selection of snacks to cater to different tastes and preferences.","In front of you, there is a store shelf filled with a variety of snacks. The shelf is divided into sections, each containing different types of snacks. The snacks are arranged in an organized manner, making it easy for customers to find and select their desired items. The shelf is stocked with a wide assortment of snacks, including chips, crackers, and other snack foods. The store offers a diverse selection of snacks to cater to different tastes and preferences.",1.0,1.0,1.0,0
sm_6.jpg,"You are inside a clothing store in a more open area with tiled flooring. Ahead and slightly to your left, there is a shoe display shelf with multiple pairs of shoes arranged on wooden tiers, extending from knee to waist height. Clothing racks line the walls further ahead, but the central walking space is relatively open. There are no visible signs or discount tags directly in front of you in this area. The floor is smooth and unobstructed. You can walk forward safely but keep your cane low to detect the edges of the shoe shelf as you pass nearby.","In front of you, there is a large room filled with shelves and racks displaying various shoes. The shoes are arranged in different sections, with some placed higher on the shelves and others lower. The room appears to be a shoe store, and the shoes come in different styles and colors. There are several people in the room, likely browsing or shopping for shoes. Some of them are standing closer to the shelves, while others are scattered throughout the room. The overall atmosphere of the room is busy and lively, with people engaging in their shopping activities.",0.0263,0.866,0.7098,-3
sm_60.jpg,"You are inside a superstore and in front of a shelf. This scene shows a grocery shelf stocked with large bags of basmati rice and a full row of bottled syrups and sauces beneath. At the top, branded rice bags such as Falak Select are neatly arranged, emphasizing premium basmati varieties. The middle shelves display cooking mixes and smaller rice packets, while the lower shelf is lined with tall, identical bottles containing dark-colored sauces Jameshirin and orange squash, arranged uniformly for easy selection. In the foreground, large rice sacks are placed on a wooden platform, indicating bulk purchase options. Don’t move forward. The setup reflects a well-organized staples section focused on rice and traditional condiments.","In front of you, there is a grocery store with a variety of food items on display. The shelves are filled with bottles, some of which are placed on the floor. There are also several bowls and cups arranged throughout the store. The store appears to be well-stocked, offering a diverse selection of products for customers to choose from.",0.0152,0.8578,0.6037,-56
sm_61.jpg,"You are standing in front of an asile. This image captures a food item aisle featuring colorful boxes of children’s and family cereals. Products like chocolate-flavored cereal cups, corn flakes, Milo, muesli, barley porridge, and wheat porridge are arranged by type and brand. The upper shelves highlight chocolate-based cereals with cartoon mascots, while the middle shelves focus on healthier options such as muesli and porridge. The lower shelves contain refill packs and larger economy-size bags. Overall, the aisle is bright, structured, and designed to appeal to both children and health-conscious consumers.","In front of you, there is a grocery store with a shelf full of various food items. The shelf is stocked with numerous boxes of cereal, including popular brands like Cheerios and Corn Flakes. The cereal boxes are arranged in an organized manner, making it easy for you to find and select your desired items. The store offers a wide variety of breakfast options for you to choose from.",0.019,0.8625,0.7207,-22
sm_62.jpg,"In front of you, there is a large pile of bags filled with rice. This image presents a central grocery aisle with large rice sacks and metal containers or bowls placed in the foreground on floor. If you want to move then turn slightly right and move. The sacks include premium basmati rice brands, suggesting bulk or wholesale quantities. On both sides of the aisle, shelves display packaged foods, syrups, and grocery items arranged symmetrically. At the far end, stacks of bottled drinking water are visible near glass doors, adding depth to the scene.","In front of you, there is a large pile of bags filled with rice. These bags are stacked on top of each other, creating a visually striking display. The rice appears to be the main focus of the scene, with the bags occupying a significant portion of the area. The environment seems to be a store or a market, with the rice being a prominent product for sale.",0.1574,0.8777,0.7722,-26
sm_63.jpg,"In front of you, there is a store shelf filled with various household cleaning products including detergents, dishwashing liquids, surface cleaners, and toilet cleaners. Brightly colored bottles yellow, green, blue, and red are neatly arranged by brand and type on multiple shelves. Products like dishwashing liquids and glass cleaners dominate the middle shelves, while detergent packs and bulk items are stacked below. Cardboard boxes of cleaners are placed on the floor, indicating restocking or bulk storage. A customer partially visible on the left adds a sense of real-time shopping activity.","In front of you, there is a store shelf filled with various products. The shelf is stocked with numerous bottles, some of which are placed closer to the front, while others are positioned further back. There are also several boxes on the shelf, with some located near the front and others placed towards the back. The store shelf appears to be well-organized and offers a wide selection of items for customers to choose from.",0.1495,0.8752,0.6621,-16
sm_64.jpg,"You are in between wide supermarket aisles. 5 steps ahead, a man walking through the center, glancing back toward you. Shelves on both sides are stocked with snacks, packaged foods, and household items, while toys and colorful products are visible toward the back left. The clean tiled floor, ceiling fans, and bright lighting contribute to an open and comfortable shopping environment. The human presence adds scale and context, showing how customers navigate the store’s layout.","In the image, a man is standing in a store, likely a grocery store, with a cart in front of him. The store is filled with various items, including multiple bottles placed on shelves and counters. There are also several bowls scattered throughout the store, some on the floor and others on the shelves. The man appears to be looking at the items in the store, possibly deciding what to purchase or organizing the cart. The overall atmosphere of the store is busy and filled with different products.",0.0074,0.8602,0.7197,13
sm_65.jpg,"You are standing near the end of a shelf that contains biscuits, snacks, stacked packs of wafers and cookies, including multiple rows of Frisky and Crust branded products. To your very front side, small hanging packets and disposable cups are attached to the rack. In the background, additional shelves and a refrigerator unit are visible, reinforcing the image of a fully stocked, multi-category supermarket section.","I am standing in a grocery store, surrounded by various food items. There are shelves filled with different types of food, including a large number of boxes of cake. The cakes are arranged in different sections of the store, with some placed closer to the front and others further back. In addition to the cakes, there are several bottles scattered throughout the store. Some are placed on the shelves, while others are located on the floor or near the edges of the store. The environment is quite busy, with many different food items and bottles to explore.",0.0086,0.8642,0.6349,32
sm_66.jpg,"This image shows a neatly organized cooking oil and banaspati section inside a supermarket. Multiple brands such as Dalda, TULLIO, Habib, and Soya Supreme are stacked systematically on metal shelves from top to bottom. The upper shelves display transparent plastic bottles filled with golden-colored cooking oil, while the middle shelves contain boxed banaspati and oil tins arranged by brand and size. On the floor, larger plastic oil containers and metal tins are placed on cardboard sheets, indicating bulk stock. The color palette is dominated by green, yellow, and red packaging, giving the section a bright and commercial appearance typical of a grocery store staple aisle.","In front of you, there is a shelf with a variety of food items displayed. The shelf is filled with numerous bottles, some of which are placed closer to the front, while others are positioned further back. The bottles are arranged in different orientations, creating a visually interesting scene. The shelf appears to be well-stocked, offering a diverse selection of products for customers to choose from.",0.0067,0.8517,0.6269,-39
sm_67.jpg,"You are in a grocery store. To your left, there is an aisle filled with dessert, baking ingredients, custard powders, jellies, pudding mixes, jams, chocolate spreads, and toppings. The shelves are densely stocked with colorful boxes and jars, including custard flavors like banana, mango, and strawberry on the top shelf, followed by traditional dessert mixes such as kheer, firni, ras malai, gulab jamun, and falooda. Lower shelves contain glass jars of assorted jams and preserves arranged in rows by brand and flavor. On the right side, bottles of blueberry and caramel topping as well as jars of chocolate spreads are neatly placed, highlighting a variety of sweet accompaniments for desserts and baking.","As a blind person, you are standing in a grocery store with a variety of food items displayed in front of you. There are multiple shelves filled with different products, including jams, jellies, and other food items. The shelves are organized in a way that allows you to easily locate and access the items you are looking for. The store appears to be well-stocked, providing a wide selection of products for you to choose from.",0.0242,0.861,0.6421,-37
sm_68.jpg,"You are standing behind two men who are standing and closely examining a wall-mounted display of personal care accessories. The wall is fitted with hooks holding toothbrushes, hair brushes, combs, loofahs, and grooming tools in plastic packaging. The display is well-lit. To move forward safely, first turn slightly right and walk 3 steps ahead to reach the wall and products hanging on it.","In the image, there are two men standing in a store, looking at a shelf filled with various items. One of the men is holding an orange bag. The shelf is stocked with different items, including a couple of bottles. The store appears to be well-organized, with the items neatly arranged on the shelves. The men seem to be browsing through the store, possibly considering purchasing some of the items.",0.0094,0.8575,0.4682,7
sm_69.jpg,"You are standing in front of a shelf filled with jam bottles, boxes of custard powder and Laziza dessert mixes such as sheer khurma, kheer, vermicelli kheer, firni, shahi tukra, and doodh Dulari are aligned in straight rows. Below them, shelves are filled with glass jars of fruit jams and marmalades, including apple, mango, mixed fruit, and strawberry. The red shelf backing contrasts with the pastel and earthy tones of the packaging, enhancing product visibility and giving the aisle a vibrant, festive look.","In front of you, there is a shelf filled with various food items. The shelf is stocked with multiple bottles, possibly containing sauces or condiments. There are also several bowls placed on the shelf, which might contain different types of food. The arrangement of these items creates an organized and visually appealing display. The shelf is likely located in a grocery store or a similar retail environment.",0.05,0.8357,0.5397,-16
sm_7.jpg,"You are inside a clothing store, standing in a wide aisle with tiled flooring. To your left, there is a tall wooden shelf displaying shoes at knee to waist height, extending slightly into the walking area. Ahead and along the walls, there are racks of hanging clothes arranged neatly. The space in front of you is mostly open, but the shoe shelf on the left is a solid obstacle. If you move forward, keep slightly to the right and use your cane to detect the base of the shoe shelf as you pass.","The image depicts a room with a large number of shoes displayed on shelves. The shoes are arranged in various positions, with some placed closer to the front and others further back. There are also a few chairs in the room, one located near the center and another towards the right side. The room appears to be a store or a display area for shoes, with the shoes being the main focus of the scene.",0.0111,0.8554,0.664,-18
sm_70.jpg,"This scene in front of you shows a spacious supermarket aisle with tea items on the right and stacked cartons and bottled water visible in the background near a omore freezer. A man stands near the center. The aisle is wide and has a clean walking space. On the right, shelves are filled with packed tea arranged vertically, while on the left, stacked boxes on a trolley suggest restocking activity. Move forward approximately 6 steps forward until you reach the end of the aisle then turn left or right to explore the store.","In the image, there is a man standing in a store, possibly a grocery store, with his arms crossed. He is positioned in the middle of the scene, facing the camera. The store is filled with various items, including numerous bottles placed throughout the area. Some bottles are located near the man, while others are scattered in different parts of the store. The scene gives off a busy and well-stocked atmosphere.",0.012,0.8644,0.6937,-22
sm_71.jpg,"You are standing near a grocery aisle containing shelves filled with colorful stand-up pouches of sauces, ketchup, pastes, and ready-made food mixes. The products are neatly arranged in rows, with different flavors and brands distinguishable through bright packaging in red, green, yellow, and blue at your knee height. In the foreground, a person wearing a maroon shirt partially blocks the view, suggesting the photo was taken while walking through the aisle. Please, turn right to avoid hitting","In the image, there is a person standing in a grocery store, with their arm extended and their hand pointing towards the camera. The person is wearing a red shirt and appears to be looking at the camera. The store is filled with various items, including multiple bottles placed throughout the scene. Some bottles are located near the person, while others are positioned further away. The overall atmosphere of the store suggests a busy and lively environment.",0.0144,0.8598,0.6567,0
sm_72.jpg,"In the center, a wooden display stand holds multiple tiers of identical cream-colored lotions or liquid soaps. Behind it, a long row of shopping carts is parked neatly in front of a glass entrance door. On your right, the aisles are filled with personal care and grocery items. On your left, there is a shelf. You can move forward but move cane slowly in front of you for more safety.","As a blind person, you are standing in a store with a variety of items on display. In front of you, there is a large wooden table with a display of small clay vases. The vases are arranged in a stack, with some placed on top of each other. There are several people in the store, with one person standing close to the left side of the image, another person in the middle, and a third person on the right side. They seem to be browsing the store or engaging in conversation. In addition to the vases, there are other objects in the store, such as a bottle located on the right side of the image, and a cup placed near the center. The store appears to be well-stocked with various items for customers to explore.",0.0168,0.8507,0.6279,66
sm_73.jpg,"The scene in front of you, features a man standing in the center 2 steps away from you. His arms are folded, and his posture suggests he is waiting or observing. Besides him, stacked cartons of packaged milk are placed on a red trolley on the floor causing obstacles in navigation. To your right side, shelves are filled with dairy products, condiments, and household items. You can move forward by turning slightly right and moving the cane constantly to detect obstacles.","In the image, there are two people standing in a grocery store. One person is wearing a red outfit and appears to be looking at the other person. The other person is standing near a cart filled with boxes. The store has a variety of items, including multiple bottles placed throughout the scene. The overall atmosphere of the store seems to be busy and bustling with activity.",0.0119,0.8688,0.48,-14
sm_74.jpg,"A person is coming closest to you. Turn 1 or 2 steps left now. You are standing nearer to the shelf stocked with snack foods. The shelves display yellow and green packets of crackers and powdered Tang drink mixes, arranged in horizontal rows at chest height or a bit high.","I am standing in a store with a variety of food items displayed on shelves. There are several bags of chips, including Doritos and Lay's, arranged in different sections of the store. Some of the bags are placed higher up on the shelves, while others are positioned lower down. In addition to the chips, there are other food items visible in the store. A person can be seen in the background, likely browsing the store or shopping for groceries. The store appears to be well-stocked with a diverse selection of food products for customers to choose from.",0.0086,0.8505,0.4782,47
sm_75.jpg,"You are standing in front of a tea section shelf in a grocery store, with multiple varieties of packaged tea arranged by brand name. The top shelf is filled by red Tapal Danedar tea packs, aligned side by side at nearly chest height. Below it, the middle shelf displays Tapal Tezdum tea in purple-and-gold packaging. The next shelf down contains Tapal Family Mixture value packs in yellow packaging. At the bottom, other tea brands such as Mezan Baithak and additional patterned packs are visible, adding variety to the section.","In front of you, there is a shelf filled with various bags of tea. The tea bags are arranged in different sections, with some placed closer to the front and others further back. The shelf is well-stocked, and the tea bags are neatly displayed, making it easy for you to find and choose the tea you prefer. The environment appears to be a store or a place where tea is sold, and the shelf is the main focus of the scene.",0.0208,0.8536,0.6865,-8
sm_76.jpg,"You are in a store, 10 steps straight away from the checkout counter. On the left, tall open shelves display neatly arranged packaged items such as seeds, spices, snacks, and small grocery boxes, stacked at different heights with ample spacing. The shelving is well-lit and clean, giving the aisle an organized, minimalist look. At the far end, a wooden checkout counter with a cash register is visible, indicating this area is close to billing. On your right side, a glass door section. The tiled floor is clear and uncluttered, suggesting low foot traffic now and a safe navigation.","As a blind person, I am standing in a store with a large variety of food items. The store has a spacious layout, and the shelves are filled with different types of food. There are several bottles placed on the shelves, and some of them are placed closer to the front of the store. The store also has a counter where customers can place their orders. The overall atmosphere of the store is well-organized and inviting.",0.0094,0.8629,0.6211,-22
sm_77.jpg,"From your point of view, In the center, two large metal bins placed on a wooden trolley hold loose grocery items, each labeled with handwritten price tags (e.g Rs. 229, Rs. 249, Rs. 299 for different varieties of rice). On your right, shelves are fully stocked with cooking oils, packaged foods, and bottled beverages arranged in rows. On your left, shelves are filled with bottled beverages at your waist height. Two men are walking away. There is a trolley on the floor causing obstacles for safe navigation. Move your cane lower to detect obstacle and walk slowly.","In the image, there is a store with a man walking down the aisle. The man is wearing a striped shirt and appears to be looking at something in the distance. There are two other people in the store, one standing near the center and the other closer to the right side. The store has a variety of items on display, including multiple bottles and a few bowls. Some of the bottles are placed on shelves, while others are scattered throughout the store. The bowls are located near the center of the store, and there is a cup placed on a surface towards the left side. Overall, the scene depicts a typical grocery store with people browsing and shopping for various items.",0.0189,0.8503,0.586,25
sm_78.jpg,"This image shows a grocery store aisle focused on tea, milk powders, and related packaged staples. The shelves are arranged with multiple brands of powdered milk and nutrition products, such as Nestle Everyday, NIDO, Cerelac on the upper and middle racks. On the lower shelves, there are tea packets, including well-known local brands. To your right side, a person wearing casual clothing is partially visible, extending a hand toward the shelf as if selecting an item.","In front of you, there is a grocery store with a wide variety of food items displayed on shelves. The shelves are filled with different types of food, including a large selection of snacks. There are also several bottles placed on the shelves, possibly containing beverages or condiments. A person is standing in the store, possibly browsing the selection or shopping for groceries. The person is positioned towards the right side of the image, and their presence adds a sense of activity to the scene.",0.0288,0.8721,0.5666,9
sm_79.jpg,"You are standing behind a person walking through an aisle near the bottled water section. Large packs of drinking water are stacked on the floor to the left, while glass panels and store branding are visible in the background. The person is walking toward a more open area of the store, where additional shelves are visible ahead. For safe navigation, walk slowly and keep your cane nearer to your feet.","I am standing in a store, surrounded by various items. In front of me, there are multiple bottles of different sizes and shapes, some of which are placed on shelves. A person is standing near the bottles, holding a bag. The person appears to be wearing a red shirt. The store seems to be well-stocked with a variety of products.",0.0139,0.8623,0.595,-10
sm_8.jpg,"You are indoors in a clothing store, facing a mirror directly in front of you. Stop where you are, as a solid mirror frame blocks your path. To your left, there is a clothing rack with hanging garments close enough to reach. To your right, shoe shelves extend outward at about knee height. Turn slightly left before moving. After turning, take two slow steps forward toward the clothes, keeping your cane low to detect shelf edges on your right. Move carefully and pause between steps to stay safe.","In the image, a man is standing in a room, taking a picture of himself using a cell phone. He is positioned towards the right side of the room, and the cell phone is held in his hand. The room appears to be a shoe store, with several pairs of shoes visible in the scene. Some shoes are placed on the floor, while others are hanging on the walls. The man is standing in front of a chair, which is located towards the left side of the room.",0.0179,0.8411,0.4229,0
sm_80.jpg,"You are standing behind a person who is looking through an aisle.The shelves in front of him and to your right side are arranged with tea, powdered milk, Johar Joshanda and infant food products, displayed in colorful packets, boxes, and jars across multiple rows. Brands are grouped by type, with tea and beverage mixes on the lower shelves, powdered milk and nutrition products in the middle, and boxed items on the upper shelves, creating a clear and organized layout.","In the image, there is a man standing in a grocery store, surrounded by various food items. He is holding a white bag in his hand, possibly preparing to make a purchase. The man is wearing a black shirt and appears to be looking at the food options available. The grocery store is well-stocked with food items, including several bottles placed on different shelves. There are also multiple bowls and cups scattered throughout the store, indicating a variety of products for customers to choose from. The man seems to be focused on his shopping, likely considering which items to purchase.",0.0071,0.8508,0.5882,21
sm_81.jpg,"You are facing the end of the aisle. In your central-left, there are packaged food items like pasta and ready-to-cook products, while the right side displays hanging household and personal care items such as tooth and hair brushes and bath accessories. A red promotional Olper’s Milk stand separates 2 steps a head. The environment is clean and wide.","In front of you, there is a grocery store with a variety of food items and drinks. The store has a red vending machine, which is filled with snacks and drinks. There are multiple bottles of different sizes and shapes, some placed on the shelves and others on the floor. Additionally, there are several bowls of various sizes and shapes, some of which are placed on the shelves and others on the floor. The store appears to be well-stocked and offers a wide selection of products for customers to choose from.",0.0098,0.8485,0.561,33
sm_82.jpg,"You are standing in front of an aisle stocked mainly with soaps and cleaning products. Multiple bars of soap including SUFI, HARI are packed in plastic wrapping at your waist height in shelf, while glass cleaners and detergent bottles are arranged at knee height.","In front of you, there is a shelf filled with various food items. The shelf is divided into sections, with each section containing different foods. Some of the foods include bottles, possibly containing drinks or condiments, and other items such as cakes. The shelf appears to be well-stocked and organized, making it easy for you to find and select the items you need.",0.0183,0.8629,0.5196,19
sm_83.jpg,"You are standing in a store aisle with a clear, clean floor and an open path straight ahead. On your left, nearly 2 steps close to you, there is a tall shelf with spray bottles and personal care items, and many toothbrushes hanging in plastic packaging at waist to chest height. On your right, there are shelves and a red display stand holding snack items in red packaging, all kept neatly out of the walking path. Straight ahead, the aisle opens into a wider area with a glass-door refrigerator visible in the distance. A person is seated farther ahead slightly to the left, and the aisle remains clear and well lit.","I am standing in a store with a variety of items on display. There are multiple bottles of different sizes and shapes, some of which are placed on shelves. A refrigerator is located in the background, and a person can be seen sitting on a chair in the middle of the store. The store appears to be well-stocked and organized, making it a convenient place for shoppers to find what they need.",0.0404,0.867,0.773,-39
sm_84.jpg,"You are standing in a store in front of the aisle. A person is standing in your right closer to you. Please, turn left.  You are facing a shelf stocked with Choco4 chocolates, Novita wafers, D-Nuts biscuits, Fun Joy treats, Smart Apple candies, Wispy mini cones, and Divine chocolates, while a shopper stands nearby browsing items arranged at eye and waist level.","In front of you, there is a store with a shelf filled with various candy items. The shelf is stocked with different types of candies, making it an attractive display for customers. The store appears to be well-organized and inviting, with the candy shelf being a prominent feature.",0.0266,0.852,0.6309,-14
sm_85.jpg,"You are standing in a store in front of the compact snack display, on which Cocomo triple cream biscuits, Candyman peppermint candies, Smart Apple candy boxes, Ding Dong rainbow snacks, Peanut Butter bites, and School Time Surprise Eggs packages are hanging around the shelf at waist height to head level height.","In front of you, there is a store filled with various items. The store has a shelf with a variety of candy, including a bag of M&M's. There are also several other bags of candy displayed throughout the store. Additionally, there are multiple boxes of cookies placed on the shelves. The store appears to be well-stocked with a diverse selection of snacks and treats.",0.0229,0.8463,0.6397,13
sm_86.jpg,"You are standing in a store aisles with a clear tiled floor. On your right, very near to you, a tall shelf is filled with toothbrushes hanging in plastic packaging at chest to head height, and spray cans, bottles, and small boxed items arranged on shelves from waist to knee height. A man is standing very close on your right side, facing the shelf and reaching up to look at a toothbrush. Slightly ahead another man is standing in the aisle at 2 meters away, facing toward you, with open space between you and him. The walking path in front of you remains mostly clear.","In the image, there are two men standing in a store, possibly a grocery store or a pharmacy. One of the men is pointing at something on a shelf, while the other man is looking at him. The store has a variety of items on display, including several bottles placed on different shelves. The men are positioned in the middle of the store, with one man standing closer to the left side and the other man standing closer to the right side. The store appears to be well-stocked with various products for customers to choose from.",0.0198,0.8584,0.6594,-9
sm_87.jpg,"You are standing near an Omoré ice-cream freezer inside a small shop, with branded chest freezers lined up and a shop worker opening one to take out ice creams, while shelves of packaged food are visible in the background.","In the image, there is a man standing next to a refrigerator, which is placed in the middle of the scene. The refrigerator is covered with advertisements, and it appears to be an ice cream freezer. There are also two other people in the scene, one standing to the left of the refrigerator and the other person standing to the right. The environment seems to be a store or a market, with the refrigerator being a prominent feature in the scene.",0.0076,0.8652,0.6302,42
sm_88.jpg,"In front of you, there is a Dairy Milk fridge filled with chocolate bars and assorted variants, branded in purple, standing against a wall inside the store for easy grab-and-go access.","In front of you, there is a purple refrigerator with a freezer section. The freezer section is filled with various dairy products, including milk and chocolate bars. The refrigerator is placed in a room with a white wall behind it. There are no people or animals visible in the scene. The refrigerator is the main focus of the image, and it appears to be well-stocked with food items.",0.105,0.8794,0.7191,37
